Node,Number of Visits,Relative Importance Score,%
4846,16371,0.00016371,0.016371
2797,16368,0.00016368,0.016368
3733,16364,0.00016364,0.016364
4333,16358,0.00016358,0.016358
2334,16356,0.00016356,0.016356000000000002
336,16355,0.00016355,0.016354999999999998
493,16354,0.00016354,0.016354
3615,16353,0.00016353,0.016353
345,16348,0.00016348,0.016348
884,16347,0.00016347,0.016347
1503,16341,0.00016341,0.016341
1017,16340,0.0001634,0.01634
3052,16338,0.00016338,0.016338
3188,16338,0.00016338,0.016338
4380,16336,0.00016336,0.016336
2313,16335,0.00016335,0.016335000000000002
2582,16327,0.00016327,0.016327
798,16321,0.00016321,0.016321000000000002
81,16317,0.00016317,0.016316999999999998
359,16315,0.00016315,0.016315
2520,16315,0.00016315,0.016315
3570,16314,0.00016314,0.016314000000000002
4009,16312,0.00016312,0.016312
203,16305,0.00016305,0.016305
2274,16300,0.000163,0.016300000000000002
4675,16299,0.00016299,0.016299
1706,16298,0.00016298,0.016298
4002,16298,0.00016298,0.016298
1086,16288,0.00016288,0.016288
4589,16284,0.00016284,0.016284
4828,16279,0.00016279,0.016279000000000002
851,16274,0.00016274,0.016274
2164,16271,0.00016271,0.016271
484,16263,0.00016263,0.016263
2169,16253,0.00016253,0.016253
1150,16252,0.00016252,0.016252000000000003
1609,16251,0.00016251,0.016250999999999998
3124,16249,0.00016249,0.016249
5345,16238,0.00016238,0.016238
1396,16233,0.00016233,0.016233
2617,16222,0.00016222,0.016222
945,16217,0.00016217,0.016217
4128,16215,0.00016215,0.016215
2182,16207,0.00016207,0.016207
4516,16204,0.00016204,0.016204
3007,16203,0.00016203,0.016203
2255,16196,0.00016196,0.016196
1574,16186,0.00016186,0.016186
1338,16182,0.00016182,0.016182
3682,16181,0.00016181,0.016181
3022,16175,0.00016175,0.016175000000000002
3035,16171,0.00016171,0.016170999999999998
1334,16166,0.00016166,0.016166
842,16161,0.00016161,0.016161
2709,16157,0.00016157,0.016157
2356,16156,0.00016156,0.016156
3110,16144,0.00016144,0.016144
4301,16140,0.0001614,0.016139999999999998
872,16129,0.00016129,0.016129
1975,16127,0.00016127,0.016127
4051,16127,0.00016127,0.016127
3927,16117,0.00016117,0.016117
3735,16115,0.00016115,0.016114999999999997
4563,16115,0.00016115,0.016114999999999997
4455,16107,0.00016107,0.016107
2453,16097,0.00016097,0.016097
4658,16097,0.00016097,0.016097
1426,16096,0.00016096,0.016096
3728,16096,0.00016096,0.016096
1007,16086,0.00016086,0.016086
4929,16086,0.00016086,0.016086
324,16084,0.00016084,0.016084
4014,16079,0.00016079,0.016079
1827,16077,0.00016077,0.016077
2672,16077,0.00016077,0.016077
5211,16070,0.0001607,0.01607
211,16067,0.00016067,0.016066999999999998
3797,16067,0.00016067,0.016066999999999998
1437,16064,0.00016064,0.016064000000000002
2115,16063,0.00016063,0.016063
760,16062,0.00016062,0.016062
3574,16062,0.00016062,0.016062
389,16058,0.00016058,0.016058000000000003
4770,16051,0.00016051,0.016051
2693,16050,0.0001605,0.01605
4324,16047,0.00016047,0.016047
380,16045,0.00016045,0.016045
5911,16044,0.00016044,0.016044
2376,16036,0.00016036,0.016035999999999998
1221,16033,0.00016033,0.016033000000000002
4275,16029,0.00016029,0.016029
1252,16027,0.00016027,0.016027
1052,16022,0.00016022,0.016022
322,16018,0.00016018,0.016018
1945,16010,0.0001601,0.01601
2888,16009,0.00016009,0.016009
41,16005,0.00016005,0.016005
553,16002,0.00016002,0.016002
4628,16002,0.00016002,0.016002
463,15998,0.00015998,0.015998
2523,15998,0.00015998,0.015998
1600,15994,0.00015994,0.015993999999999998
744,15988,0.00015988,0.015988
730,15980,0.0001598,0.01598
4307,15974,0.00015974,0.015974000000000002
4103,15970,0.0001597,0.01597
3700,15968,0.00015968,0.015968
3916,15967,0.00015967,0.015967
344,15966,0.00015966,0.015966
1162,15966,0.00015966,0.015966
2048,15963,0.00015963,0.015962999999999998
191,15953,0.00015953,0.015953000000000002
4022,15951,0.00015951,0.015951
3070,15948,0.00015948,0.015948
1175,15947,0.00015947,0.015947
2105,15946,0.00015946,0.015946
4339,15935,0.00015935,0.015935
2279,15929,0.00015929,0.015929
1581,15925,0.00015925,0.015924999999999998
1930,15924,0.00015924,0.015924
3931,15920,0.0001592,0.01592
1734,15910,0.0001591,0.01591
913,15910,0.0001591,0.01591
292,15903,0.00015903,0.015903
2996,15897,0.00015897,0.015897
1892,15895,0.00015895,0.015895
2040,15894,0.00015894,0.015894
750,15894,0.00015894,0.015894
2614,15888,0.00015888,0.015888
1434,15883,0.00015883,0.015883
2177,15880,0.0001588,0.015880000000000002
3618,15879,0.00015879,0.015878999999999997
1990,15871,0.00015871,0.015871
1160,15864,0.00015864,0.015864
2889,15858,0.00015858,0.015858
4584,15857,0.00015857,0.015857
2020,15856,0.00015856,0.015856
4189,15842,0.00015842,0.015842
2541,15838,0.00015838,0.015838
5611,15837,0.00015837,0.015837
474,15834,0.00015834,0.015834
3717,15834,0.00015834,0.015834
3462,15830,0.0001583,0.01583
4365,15829,0.00015829,0.015829
1604,15827,0.00015827,0.015826999999999997
1935,15826,0.00015826,0.015826
111,15825,0.00015825,0.015825
1655,15823,0.00015823,0.015823
2005,15819,0.00015819,0.015819
2204,15816,0.00015816,0.015816
276,15810,0.0001581,0.015809999999999998
1652,15808,0.00015808,0.015808
795,15807,0.00015807,0.015807
2805,15806,0.00015806,0.015805999999999997
1885,15799,0.00015799,0.015799
1709,15799,0.00015799,0.015799
157,15791,0.00015791,0.015791
2481,15787,0.00015787,0.015787
2790,15787,0.00015787,0.015787
1598,15786,0.00015786,0.015786
3903,15786,0.00015786,0.015786
779,15784,0.00015784,0.015784
3339,15783,0.00015783,0.015783
3634,15780,0.0001578,0.01578
4880,15777,0.00015777,0.015777
1929,15775,0.00015775,0.015775
1850,15775,0.00015775,0.015775
1431,15773,0.00015773,0.015773
3211,15771,0.00015771,0.015771
4664,15769,0.00015769,0.015769
4653,15766,0.00015766,0.015766000000000002
2927,15765,0.00015765,0.015765
1414,15757,0.00015757,0.015757
2664,15754,0.00015754,0.015754
3731,15754,0.00015754,0.015754
3580,15752,0.00015752,0.015752
4150,15746,0.00015746,0.015746
4315,15745,0.00015745,0.015745000000000002
2050,15744,0.00015744,0.015744
2575,15744,0.00015744,0.015744
208,15743,0.00015743,0.015743
1637,15736,0.00015736,0.015736
2592,15727,0.00015727,0.015726999999999998
3270,15717,0.00015717,0.015717
849,15708,0.00015708,0.015708
4871,15706,0.00015706,0.015705999999999998
816,15700,0.000157,0.0157
4012,15700,0.000157,0.0157
4877,15698,0.00015698,0.015698
4087,15694,0.00015694,0.015694
5040,15687,0.00015687,0.015687
1032,15681,0.00015681,0.015681
3457,15681,0.00015681,0.015681
2244,15680,0.0001568,0.01568
3180,15674,0.00015674,0.015674
3856,15674,0.00015674,0.015674
2779,15666,0.00015666,0.015666
3543,15666,0.00015666,0.015666
2721,15659,0.00015659,0.015659
5392,15657,0.00015657,0.015657
3930,15656,0.00015656,0.015656
3050,15652,0.00015652,0.015652
1361,15649,0.00015649,0.015649
3708,15648,0.00015648,0.015648
833,15641,0.00015641,0.015641
116,15636,0.00015636,0.015636
867,15635,0.00015635,0.015635
2880,15634,0.00015634,0.015634000000000002
2300,15633,0.00015633,0.015632999999999998
3323,15629,0.00015629,0.015629
131,15616,0.00015616,0.015616
3077,15615,0.00015615,0.015615
1156,15607,0.00015607,0.015607
869,15599,0.00015599,0.015599
846,15595,0.00015595,0.015595
2480,15592,0.00015592,0.015592000000000002
2571,15588,0.00015588,0.015588000000000001
2768,15586,0.00015586,0.015586
2235,15583,0.00015583,0.015583
2901,15577,0.00015577,0.015577
2381,15574,0.00015574,0.015574
2332,15572,0.00015572,0.015572
5634,15572,0.00015572,0.015572
893,15568,0.00015568,0.015568
1397,15567,0.00015567,0.015567000000000001
4788,15565,0.00015565,0.015564999999999999
3019,15560,0.0001556,0.01556
480,15556,0.00015556,0.015556
2427,15555,0.00015555,0.015555000000000001
2261,15553,0.00015553,0.015552999999999999
2317,15552,0.00015552,0.015552
2327,15546,0.00015546,0.015546
1750,15546,0.00015546,0.015546
406,15545,0.00015545,0.015545000000000002
1944,15543,0.00015543,0.015543
4037,15541,0.00015541,0.015541000000000001
2602,15527,0.00015527,0.015527
2024,15524,0.00015524,0.015524000000000001
2312,15522,0.00015522,0.015522
3874,15518,0.00015518,0.015517999999999999
1530,15515,0.00015515,0.015515000000000001
4395,15514,0.00015514,0.015514
3687,15509,0.00015509,0.015509
786,15508,0.00015508,0.015508000000000001
3097,15500,0.000155,0.0155
3404,15500,0.000155,0.0155
4288,15500,0.000155,0.0155
3120,15498,0.00015498,0.015498000000000001
2151,15496,0.00015496,0.015496
838,15481,0.00015481,0.015480999999999998
2241,15480,0.0001548,0.015479999999999999
2271,15480,0.0001548,0.015479999999999999
2085,15476,0.00015476,0.015475999999999998
3557,15476,0.00015476,0.015475999999999998
495,15474,0.00015474,0.015474
1957,15473,0.00015473,0.015473
3306,15472,0.00015472,0.015472000000000001
4068,15472,0.00015472,0.015472000000000001
5049,15472,0.00015472,0.015472000000000001
652,15469,0.00015469,0.015469
4124,15466,0.00015466,0.015466
4137,15465,0.00015465,0.015465
1306,15464,0.00015464,0.015464
3403,15463,0.00015463,0.015463000000000001
2166,15462,0.00015462,0.015462
1328,15460,0.0001546,0.01546
3196,15457,0.00015457,0.015457
2853,15456,0.00015456,0.015456000000000001
357,15455,0.00015455,0.015454999999999998
3479,15455,0.00015455,0.015454999999999998
496,15452,0.00015452,0.015452
2502,15452,0.00015452,0.015452
3229,15449,0.00015449,0.015449
209,15447,0.00015447,0.015447
198,15431,0.00015431,0.015431
668,15420,0.0001542,0.015420000000000001
3868,15413,0.00015413,0.015413
1882,15409,0.00015409,0.015409
2596,15404,0.00015404,0.015404000000000001
193,15400,0.000154,0.0154
1408,15400,0.000154,0.0154
3260,15400,0.000154,0.0154
4586,15397,0.00015397,0.015397
2325,15396,0.00015396,0.015396
796,15396,0.00015396,0.015396
3982,15392,0.00015392,0.015392
58,15390,0.0001539,0.015390000000000001
2628,15387,0.00015387,0.015387
3104,15387,0.00015387,0.015387
1699,15382,0.00015382,0.015381999999999998
938,15382,0.00015382,0.015381999999999998
2767,15381,0.00015381,0.015380999999999999
1952,15380,0.0001538,0.01538
4961,15378,0.00015378,0.015378000000000001
2687,15374,0.00015374,0.015374
4111,15366,0.00015366,0.015366
14,15363,0.00015363,0.015363
5434,15359,0.00015359,0.015359
3581,15349,0.00015349,0.015349
3282,15348,0.00015348,0.015348
4164,15344,0.00015344,0.015344
437,15341,0.00015341,0.015341
4640,15338,0.00015338,0.015338
272,15337,0.00015337,0.015337
1803,15336,0.00015336,0.015336
3629,15332,0.00015332,0.015332
2848,15327,0.00015327,0.015327
3806,15324,0.00015324,0.015323999999999999
2230,15320,0.0001532,0.01532
1666,15319,0.00015319,0.015319
2113,15317,0.00015317,0.015317
2305,15316,0.00015316,0.015316
3921,15307,0.00015307,0.015307
4254,15304,0.00015304,0.015304000000000002
2037,15302,0.00015302,0.015302
155,15301,0.00015301,0.015301
930,15300,0.000153,0.015300000000000001
3841,15300,0.000153,0.015300000000000001
3713,15299,0.00015299,0.015299000000000002
1385,15296,0.00015296,0.015296
3906,15294,0.00015294,0.015294
3082,15291,0.00015291,0.015290999999999999
4507,15290,0.0001529,0.01529
1557,15285,0.00015285,0.015285
1658,15284,0.00015284,0.015284
1020,15282,0.00015282,0.015281999999999999
5081,15282,0.00015282,0.015281999999999999
996,15281,0.00015281,0.015281
3988,15281,0.00015281,0.015281
3402,15278,0.00015278,0.015278000000000002
1303,15277,0.00015277,0.015276999999999999
2965,15275,0.00015275,0.015275
2867,15272,0.00015272,0.015271999999999999
2619,15270,0.0001527,0.01527
4689,15270,0.0001527,0.01527
2253,15268,0.00015268,0.015268
2445,15263,0.00015263,0.015263
4889,15262,0.00015262,0.015262000000000001
4915,15261,0.00015261,0.015260999999999999
2087,15259,0.00015259,0.015259
3030,15253,0.00015253,0.015253000000000001
4503,15250,0.0001525,0.01525
677,15248,0.00015248,0.015248000000000001
5788,15247,0.00015247,0.015247
1559,15247,0.00015247,0.015247
2350,15233,0.00015233,0.015233
777,15227,0.00015227,0.015227000000000001
834,15226,0.00015226,0.015226000000000002
1950,15224,0.00015224,0.015224
2199,15220,0.0001522,0.015220000000000001
1891,15213,0.00015213,0.015212999999999999
871,15212,0.00015212,0.015212
2311,15211,0.00015211,0.015211
3924,15206,0.00015206,0.015206
1720,15205,0.00015205,0.015205000000000002
4093,15205,0.00015205,0.015205000000000002
2918,15201,0.00015201,0.015201000000000001
1529,15196,0.00015196,0.015196
1831,15189,0.00015189,0.015189000000000001
2841,15189,0.00015189,0.015189000000000001
2055,15186,0.00015186,0.015186
221,15185,0.00015185,0.015185
2955,15176,0.00015176,0.015176
3593,15174,0.00015174,0.015174
1536,15167,0.00015167,0.015166999999999998
2891,15165,0.00015165,0.015165
4006,15165,0.00015165,0.015165
5645,15165,0.00015165,0.015165
3977,15164,0.00015164,0.015164
925,15158,0.00015158,0.015158000000000001
2378,15155,0.00015155,0.015155
747,15146,0.00015146,0.015146
3586,15145,0.00015145,0.015144999999999999
2784,15141,0.00015141,0.015140999999999998
715,15137,0.00015137,0.015137000000000001
3968,15136,0.00015136,0.015135999999999998
1982,15134,0.00015134,0.015134
3756,15134,0.00015134,0.015134
2492,15130,0.0001513,0.01513
4018,15127,0.00015127,0.015127000000000002
1480,15126,0.00015126,0.015126
280,15125,0.00015125,0.015125
4477,15125,0.00015125,0.015125
1738,15125,0.00015125,0.015125
2566,15122,0.00015122,0.015122
4639,15121,0.00015121,0.015121
3807,15120,0.0001512,0.015119999999999998
1358,15117,0.00015117,0.015117
3179,15112,0.00015112,0.015112
4439,15112,0.00015112,0.015112
3384,15111,0.00015111,0.015111000000000001
3886,15106,0.00015106,0.015106000000000001
2319,15104,0.00015104,0.015104
2129,15101,0.00015101,0.015101
1645,15099,0.00015099,0.015099
5546,15096,0.00015096,0.015096
294,15092,0.00015092,0.015092
3858,15091,0.00015091,0.015091
1690,15089,0.00015089,0.015088999999999998
2442,15081,0.00015081,0.015081
1250,15080,0.0001508,0.015080000000000001
3127,15079,0.00015079,0.015079
5850,15077,0.00015077,0.015077
2486,15076,0.00015076,0.015075999999999999
4136,15075,0.00015075,0.015075
5477,15074,0.00015074,0.015074
1387,15072,0.00015072,0.015071999999999999
3923,15061,0.00015061,0.015061
3714,15057,0.00015057,0.015057
4295,15051,0.00015051,0.015051
3679,15048,0.00015048,0.015048
4980,15047,0.00015047,0.015046999999999998
3235,15042,0.00015042,0.015042000000000002
1865,15039,0.00015039,0.015039
2306,15039,0.00015039,0.015039
4074,15035,0.00015035,0.015035
3031,15033,0.00015033,0.015033000000000001
932,15031,0.00015031,0.015031
1400,15030,0.0001503,0.01503
2561,15029,0.00015029,0.015029
3392,15028,0.00015028,0.015028
3257,15027,0.00015027,0.015027
2257,15024,0.00015024,0.015024
53,15023,0.00015023,0.015023
1382,15021,0.00015021,0.015020999999999998
4904,15020,0.0001502,0.015019999999999999
2884,15018,0.00015018,0.015018
3953,15017,0.00015017,0.015017
4131,15013,0.00015013,0.015013
4883,15010,0.0001501,0.015009999999999999
3407,15004,0.00015004,0.015004
2724,15002,0.00015002,0.015002
5116,14998,0.00014998,0.014998
1922,14997,0.00014997,0.014997
1152,14996,0.00014996,0.014996
4160,14985,0.00014985,0.014985000000000002
5128,14982,0.00014982,0.014982
2011,14981,0.00014981,0.014981000000000001
2818,14978,0.00014978,0.014978
3823,14976,0.00014976,0.014976
2756,14975,0.00014975,0.014975
5369,14973,0.00014973,0.014972999999999998
2450,14972,0.00014972,0.014972
1378,14970,0.0001497,0.01497
4578,14969,0.00014969,0.014969000000000001
4052,14967,0.00014967,0.014967
3117,14964,0.00014964,0.014964000000000002
3227,14963,0.00014963,0.014962999999999999
3587,14961,0.00014961,0.014961
3863,14957,0.00014957,0.014957
2568,14956,0.00014956,0.014956
1979,14952,0.00014952,0.014952
2190,14944,0.00014944,0.014944
3732,14937,0.00014937,0.014936999999999999
4882,14937,0.00014937,0.014936999999999999
2936,14933,0.00014933,0.014933
3230,14933,0.00014933,0.014933
4297,14932,0.00014932,0.014931999999999999
1077,14929,0.00014929,0.014929
1318,14927,0.00014927,0.014927000000000001
684,14926,0.00014926,0.014925999999999998
1675,14921,0.00014921,0.014920999999999999
4872,14920,0.0001492,0.01492
1192,14918,0.00014918,0.014918
4206,14916,0.00014916,0.014915999999999999
1677,14914,0.00014914,0.014914
1010,14913,0.00014913,0.014913000000000001
2006,14912,0.00014912,0.014912000000000002
3171,14909,0.00014909,0.014909
2755,14909,0.00014909,0.014909
1365,14907,0.00014907,0.014907
2380,14906,0.00014906,0.014906
4533,14906,0.00014906,0.014906
3468,14904,0.00014904,0.014903999999999999
3599,14902,0.00014902,0.014902
3852,14902,0.00014902,0.014902
1060,14900,0.000149,0.014899999999999998
901,14899,0.00014899,0.014898999999999999
3937,14896,0.00014896,0.014896000000000001
1920,14894,0.00014894,0.014894
3539,14890,0.0001489,0.014889999999999999
2108,14886,0.00014886,0.014886
2900,14884,0.00014884,0.014884
45,14880,0.0001488,0.01488
5463,14879,0.00014879,0.014879
3989,14878,0.00014878,0.014877999999999999
4020,14877,0.00014877,0.014877
3439,14872,0.00014872,0.014872
5837,14869,0.00014869,0.014868999999999999
2740,14868,0.00014868,0.014868
521,14862,0.00014862,0.014862
4072,14859,0.00014859,0.014859
5115,14857,0.00014857,0.014856999999999999
271,14850,0.0001485,0.01485
5405,14848,0.00014848,0.014847999999999998
1548,14845,0.00014845,0.014845
4065,14845,0.00014845,0.014845
3032,14842,0.00014842,0.014842
4156,14841,0.00014841,0.014841
4679,14841,0.00014841,0.014841
4438,14840,0.0001484,0.01484
2066,14838,0.00014838,0.014838
4670,14838,0.00014838,0.014838
2683,14837,0.00014837,0.014837
3475,14836,0.00014836,0.014836
3386,14833,0.00014833,0.014833
1939,14828,0.00014828,0.014828000000000001
2748,14826,0.00014826,0.014825999999999999
1135,14824,0.00014824,0.014824
3228,14821,0.00014821,0.014820999999999999
562,14819,0.00014819,0.014819
1401,14818,0.00014818,0.014818000000000001
334,14816,0.00014816,0.014816
2375,14812,0.00014812,0.014812
3933,14812,0.00014812,0.014812
1949,14808,0.00014808,0.014808
4739,14808,0.00014808,0.014808
3908,14806,0.00014806,0.014806
839,14803,0.00014803,0.014803
4036,14802,0.00014802,0.014802000000000001
2423,14799,0.00014799,0.014799
1336,14799,0.00014799,0.014799
456,14798,0.00014798,0.014798
4058,14798,0.00014798,0.014798
2570,14792,0.00014792,0.014792000000000001
2655,14790,0.0001479,0.01479
817,14788,0.00014788,0.014788
2091,14785,0.00014785,0.014785
318,14784,0.00014784,0.014783999999999999
2456,14784,0.00014784,0.014783999999999999
2008,14781,0.00014781,0.014781
3843,14781,0.00014781,0.014781
3577,14780,0.0001478,0.014779999999999998
2641,14779,0.00014779,0.014778999999999999
3181,14779,0.00014779,0.014778999999999999
3310,14776,0.00014776,0.014776000000000001
573,14774,0.00014774,0.014773999999999999
1211,14773,0.00014773,0.014773
2781,14767,0.00014767,0.014767
1917,14766,0.00014766,0.014766000000000001
331,14765,0.00014765,0.014765
1685,14765,0.00014765,0.014765
3935,14763,0.00014763,0.014763
1196,14762,0.00014762,0.014762
94,14757,0.00014757,0.014757
30,14752,0.00014752,0.014752
1435,14752,0.00014752,0.014752
3934,14751,0.00014751,0.014751
1833,14749,0.00014749,0.014749000000000002
159,14747,0.00014747,0.014747
2564,14747,0.00014747,0.014747
2887,14747,0.00014747,0.014747
4118,14747,0.00014747,0.014747
3216,14746,0.00014746,0.014746
3453,14745,0.00014745,0.014745000000000001
2825,14741,0.00014741,0.014741
1249,14740,0.0001474,0.01474
3102,14740,0.0001474,0.01474
1016,14739,0.00014739,0.014739
1629,14737,0.00014737,0.014737
765,14733,0.00014733,0.014733
196,14729,0.00014729,0.014729
386,14726,0.00014726,0.014726
2914,14722,0.00014722,0.014721999999999999
5229,14722,0.00014722,0.014721999999999999
832,14721,0.00014721,0.014721
2819,14720,0.0001472,0.01472
2656,14719,0.00014719,0.014719000000000001
3079,14716,0.00014716,0.014716
3233,14714,0.00014714,0.014714
5051,14713,0.00014713,0.014713
2326,14709,0.00014709,0.014709
3358,14706,0.00014706,0.014705999999999999
5988,14705,0.00014705,0.014705
65,14704,0.00014704,0.014704
3701,14702,0.00014702,0.014702000000000002
1299,14701,0.00014701,0.014700999999999999
2302,14700,0.000147,0.0147
5118,14697,0.00014697,0.014697000000000002
6291,14695,0.00014695,0.014695
2004,14694,0.00014694,0.014694
3949,14693,0.00014693,0.014693000000000001
4133,14693,0.00014693,0.014693000000000001
1095,14689,0.00014689,0.014689
1370,14687,0.00014687,0.014687
1578,14686,0.00014686,0.014686000000000001
2106,14683,0.00014683,0.014683
676,14683,0.00014683,0.014683
1427,14683,0.00014683,0.014683
771,14683,0.00014683,0.014683
3727,14681,0.00014681,0.014681000000000001
4702,14681,0.00014681,0.014681000000000001
2637,14680,0.0001468,0.014679999999999999
1718,14676,0.00014676,0.014676000000000002
4501,14676,0.00014676,0.014676000000000002
97,14675,0.00014675,0.014674999999999999
2626,14674,0.00014674,0.014674
3616,14674,0.00014674,0.014674
2928,14672,0.00014672,0.014672000000000001
3148,14671,0.00014671,0.014671000000000002
2054,14669,0.00014669,0.014669
2747,14663,0.00014663,0.014662999999999999
3471,14663,0.00014663,0.014662999999999999
1777,14662,0.00014662,0.014662
606,14661,0.00014661,0.014661
2677,14659,0.00014659,0.014658999999999998
1784,14656,0.00014656,0.014656
1801,14652,0.00014652,0.014652
571,14649,0.00014649,0.014648999999999999
1066,14649,0.00014649,0.014648999999999999
3125,14648,0.00014648,0.014648
2972,14647,0.00014647,0.014647
4891,14646,0.00014646,0.014646000000000001
3071,14642,0.00014642,0.014642
3740,14642,0.00014642,0.014642
3414,14641,0.00014641,0.014641
965,14640,0.0001464,0.01464
3314,14640,0.0001464,0.01464
3021,14633,0.00014633,0.014632999999999998
774,14631,0.00014631,0.014631
874,14630,0.0001463,0.01463
1040,14627,0.00014627,0.014627
3112,14625,0.00014625,0.014625
4526,14621,0.00014621,0.014621
4459,14616,0.00014616,0.014616
3375,14614,0.00014614,0.014614
1888,14612,0.00014612,0.014611999999999998
4251,14612,0.00014612,0.014611999999999998
101,14609,0.00014609,0.014609
2673,14607,0.00014607,0.014606999999999998
2783,14605,0.00014605,0.014605
2892,14603,0.00014603,0.014603000000000001
4423,14602,0.00014602,0.014601999999999999
4553,14598,0.00014598,0.014598000000000002
661,14592,0.00014592,0.014592
2507,14588,0.00014588,0.014588
1003,14588,0.00014588,0.014588
3217,14588,0.00014588,0.014588
1931,14587,0.00014587,0.014587000000000001
18,14582,0.00014582,0.014582000000000001
1708,14579,0.00014579,0.014579
758,14576,0.00014576,0.014575999999999999
3601,14576,0.00014576,0.014575999999999999
2706,14573,0.00014573,0.014573000000000001
2858,14572,0.00014572,0.014572000000000002
3467,14572,0.00014572,0.014572000000000002
2202,14571,0.00014571,0.014571
4397,14569,0.00014569,0.014569
4067,14566,0.00014566,0.014566
3846,14565,0.00014565,0.014564999999999998
314,14564,0.00014564,0.014563999999999999
3345,14563,0.00014563,0.014563
212,14555,0.00014555,0.014554999999999998
2314,14554,0.00014554,0.014554
1380,14553,0.00014553,0.014553
2795,14546,0.00014546,0.014546
3346,14544,0.00014544,0.014544
3056,14542,0.00014542,0.014542
5261,14538,0.00014538,0.014537999999999999
2535,14537,0.00014537,0.014537
3562,14537,0.00014537,0.014537
3004,14534,0.00014534,0.014533999999999998
3897,14533,0.00014533,0.014532999999999999
4303,14533,0.00014533,0.014532999999999999
479,14532,0.00014532,0.014532
1872,14531,0.00014531,0.014531
958,14524,0.00014524,0.014524
288,14521,0.00014521,0.014521
3288,14520,0.0001452,0.01452
5508,14520,0.0001452,0.01452
5657,14519,0.00014519,0.014519
3716,14515,0.00014515,0.014515
315,14514,0.00014514,0.014514
2842,14512,0.00014512,0.014511999999999999
3855,14512,0.00014512,0.014511999999999999
2308,14503,0.00014503,0.014503000000000002
1563,14503,0.00014503,0.014503000000000002
4056,14502,0.00014502,0.014502
358,14501,0.00014501,0.014501
2191,14496,0.00014496,0.014496
1158,14496,0.00014496,0.014496
4422,14496,0.00014496,0.014496
382,14494,0.00014494,0.014494
1037,14493,0.00014493,0.014493
4740,14493,0.00014493,0.014493
5406,14491,0.00014491,0.014490999999999999
450,14489,0.00014489,0.014489
1198,14488,0.00014488,0.014488000000000001
244,14488,0.00014488,0.014488000000000001
5816,14486,0.00014486,0.014485999999999999
1482,14482,0.00014482,0.014482000000000002
770,14476,0.00014476,0.014476
1140,14476,0.00014476,0.014476
2616,14475,0.00014475,0.014475
3397,14470,0.0001447,0.01447
1948,14467,0.00014467,0.014467
3416,14467,0.00014467,0.014467
859,14464,0.00014464,0.014464
1169,14453,0.00014453,0.014453
1505,14453,0.00014453,0.014453
54,14449,0.00014449,0.014449
1176,14448,0.00014448,0.014447999999999999
721,14440,0.0001444,0.014440000000000001
727,14437,0.00014437,0.014437
1985,14436,0.00014436,0.014436000000000001
2922,14433,0.00014433,0.014433
1209,14432,0.00014432,0.014432
4362,14432,0.00014432,0.014432
162,14431,0.00014431,0.014431000000000001
2268,14431,0.00014431,0.014431000000000001
4176,14427,0.00014427,0.014427
5823,14427,0.00014427,0.014427
2770,14425,0.00014425,0.014425
118,14420,0.0001442,0.01442
5277,14419,0.00014419,0.014418999999999998
1433,14418,0.00014418,0.014417999999999999
2639,14417,0.00014417,0.014417
1042,14416,0.00014416,0.014416
2649,14414,0.00014414,0.014414000000000001
2028,14413,0.00014413,0.014412999999999999
4945,14413,0.00014413,0.014412999999999999
2418,14411,0.00014411,0.014411
2556,14410,0.0001441,0.014410000000000001
3636,14402,0.00014402,0.014402
2041,14401,0.00014401,0.014401
481,14399,0.00014399,0.014399
2860,14397,0.00014397,0.014397
1602,14395,0.00014395,0.014395
2558,14389,0.00014389,0.014389
1301,14388,0.00014388,0.014388000000000001
2584,14387,0.00014387,0.014386999999999999
2736,14387,0.00014387,0.014386999999999999
4077,14387,0.00014387,0.014386999999999999
4193,14387,0.00014387,0.014386999999999999
3959,14386,0.00014386,0.014386
4801,14386,0.00014386,0.014386
3730,14383,0.00014383,0.014383000000000002
2949,14381,0.00014381,0.014381
2671,14380,0.0001438,0.01438
2857,14379,0.00014379,0.014379000000000001
1353,14377,0.00014377,0.014377
1180,14377,0.00014377,0.014377
2307,14376,0.00014376,0.014376
1384,14370,0.0001437,0.014369999999999999
3614,14368,0.00014368,0.014368
1779,14367,0.00014367,0.014367000000000001
5291,14363,0.00014363,0.014363
3296,14358,0.00014358,0.014358000000000001
933,14356,0.00014356,0.014355999999999999
2490,14352,0.00014352,0.014352
3515,14348,0.00014348,0.014348
3572,14347,0.00014347,0.014347
3271,14345,0.00014345,0.014344999999999998
570,14336,0.00014336,0.014336000000000002
2111,14330,0.0001433,0.014329999999999999
3569,14328,0.00014328,0.014328
986,14326,0.00014326,0.014326
2844,14324,0.00014324,0.014324
2336,14318,0.00014318,0.014317999999999999
3137,14318,0.00014318,0.014317999999999999
173,14315,0.00014315,0.014315000000000001
1259,14306,0.00014306,0.014306000000000001
3016,14306,0.00014306,0.014306000000000001
4789,14302,0.00014302,0.014301999999999999
3076,14301,0.00014301,0.014301
2553,14297,0.00014297,0.014296999999999999
1721,14294,0.00014294,0.014294000000000001
4779,14292,0.00014292,0.014292
172,14287,0.00014287,0.014287
4151,14287,0.00014287,0.014287
4262,14287,0.00014287,0.014287
2735,14286,0.00014286,0.014286
2468,14285,0.00014285,0.014285
3084,14284,0.00014284,0.014284000000000002
